gf,ga,xg,xga,poss,attendance,sh,sot,dist,fk,pk,pkatt,season,result
2,1,1.1,2.2,61.0,39724.0,16.0,6.0,18.2,0.0,0,0,2023,1.0
1,2,1.0,1.1,55.0,10272.0,9.0,5.0,13.2,1.0,0,0,2022,0.0
5,1,3.0,0.9,52.0,36427.0,16.0,7.0,12.3,1.0,0,0,2022,1.0
3,1,2.7,1.4,53.0,59496.0,21.0,8.0,17.3,1.0,0,1,2021,1.0
2,0,2.5,0.3,55.0,31312.0,19.0,11.0,15.4,1.0,0,0,2021,1.0
0,0,0.7,1.0,28.0,52178.0,6.0,2.0,14.2,0.0,0,0,2023,0.5
1,0,2.3,0.4,70.0,52247.0,25.0,10.0,17.6,0.0,0,0,2023,1.0
0,3,0.8,2.8,45.0,53282.0,10.0,1.0,16.4,0.0,0,0,2022,0.0
1,4,0.8,3.4,33.0,53422.0,8.0,3.0,12.4,0.0,0,0,2023,0.0
0,1,0.3,1.0,26.0,39217.0,8.0,1.0,21.6,0.0,0,0,2023,0.0
2,0,2.1,0.7,62.0,34624.0,14.0,3.0,13.7,0.0,0,0,2022,1.0
2,3,1.4,2.2,48.0,54012.0,8.0,3.0,15.3,0.0,0,0,2021,0.0
3,0,3.2,0.4,72.0,50143.0,21.0,8.0,19.5,2.0,0,0,2023,1.0
0,2,0.5,2.2,25.0,62443.0,6.0,1.0,16.3,0.0,0,0,2022,0.0
1,0,0.9,0.5,61.0,73172.0,16.0,3.0,19.2,2.0,0,0,2021,1.0
2,0,0.7,1.3,36.0,32209.0,9.0,5.0,16.7,0.0,0,0,2021,1.0
1,1,0.7,1.0,41.0,31145.0,10.0,3.0,19.4,0.0,0,0,2022,0.5
1,4,1.6,3.5,51.0,36166.0,8.0,1.0,24.8,0.0,1,1,2021,0.0
3,0,2.6,2.4,43.0,24410.0,16.0,7.0,12.7,0.0,0,0,2023,1.0
0,3,1.2,1.3,43.0,39969.0,18.0,6.0,18.6,0.0,0,0,2021,0.0
0,1,0.6,1.0,52.0,51948.0,10.0,1.0,18.8,2.0,0,0,2021,0.0
0,0,2.8,0.6,67.0,73152.0,22.0,3.0,16.9,1.0,0,0,2021,0.5
3,0,2.1,0.9,39.0,36372.0,12.0,6.0,16.3,0.0,0,0,2022,1.0
0,1,0.7,2.7,49.0,58000.0,10.0,1.0,19.9,1.0,0,0,2021,0.0
0,5,0.3,3.3,40.0,60284.0,12.0,5.0,24.4,2.0,0,0,2023,0.0
0,1,0.5,1.3,47.0,41956.0,8.0,1.0,16.8,2.0,0,0,2021,0.0
3,4,1.1,1.8,45.0,61667.0,12.0,5.0,16.2,2.0,0,0,2022,0.0
4,1,1.5,0.5,58.0,61732.0,18.0,8.0,16.5,0.0,0,0,2022,1.0
1,1,0.6,1.2,61.0,62450.0,12.0,3.0,16.8,0.0,0,0,2022,0.5
0,3,0.2,2.5,23.0,52571.0,4.0,1.0,15.5,1.0,0,0,2021,0.0
2,3,1.9,0.8,52.0,28720.0,10.0,2.0,17.5,0.0,1,1,2022,0.0
4,2,2.2,1.8,46.0,36715.0,15.0,9.0,14.3,0.0,0,0,2021,1.0
0,2,0.7,3.5,32.0,29435.0,6.0,0.0,16.0,0.0,0,0,2022,0.0
1,1,0.9,1.1,61.0,20155.0,14.0,5.0,18.2,0.0,0,0,2023,0.5
1,4,0.3,1.4,32.0,31345.0,7.0,5.0,20.6,0.0,0,0,2023,0.0
1,1,0.8,0.5,49.0,24399.0,8.0,2.0,18.1,0.0,0,0,2022,0.5
3,1,3.0,1.3,64.0,53145.0,25.0,9.0,16.8,1.0,0,1,2023,1.0
1,1,1.6,2.7,47.0,59947.0,10.0,6.0,18.6,0.0,0,0,2023,0.5
2,1,1.0,1.5,63.0,16910.0,14.0,6.0,14.9,1.0,0,0,2021,1.0
2,2,1.0,1.9,54.0,29604.0,11.0,3.0,16.1,0.0,0,0,2023,0.5
2,2,1.2,2.5,46.0,31124.0,13.0,7.0,14.1,0.0,0,0,2023,0.5
1,1,0.7,1.0,48.0,57548.0,13.0,2.0,17.2,0.0,0,0,2023,0.5
3,1,1.5,1.5,34.0,28997.0,16.0,4.0,18.5,0.0,0,0,2023,1.0
3,2,1.5,2.2,45.0,73582.0,17.0,8.0,15.2,0.0,0,0,2023,1.0
1,1,2.1,2.7,52.0,73571.0,15.0,6.0,19.3,1.0,1,1,2023,0.5
2,2,1.1,3.0,56.0,45421.0,18.0,6.0,16.7,0.0,0,0,2021,0.5
0,2,1.3,1.5,34.0,29296.0,15.0,1.0,16.1,0.0,0,0,2023,0.0
0,1,0.5,0.4,51.0,60233.0,4.0,0.0,14.9,0.0,0,0,2023,0.0
1,0,1.4,0.3,43.0,62498.0,12.0,2.0,14.2,1.0,0,0,2022,1.0
1,3,1.3,1.5,60.0,73431.0,16.0,3.0,18.6,1.0,0,0,2022,0.0
2,0,1.5,0.5,57.0,61476.0,16.0,6.0,21.5,0.0,0,0,2022,1.0
0,2,0.9,3.2,58.0,62459.0,15.0,4.0,16.2,0.0,0,0,2023,0.0
5,0,2.8,0.0,67.0,60153.0,12.0,6.0,17.0,0.0,1,1,2023,1.0
0,0,0.2,0.9,37.0,30631.0,4.0,1.0,27.4,0.0,0,0,2021,0.5
2,2,3.6,0.7,62.0,73501.0,27.0,6.0,17.5,0.0,1,1,2023,0.5
0,0,0.8,1.0,52.0,25017.0,8.0,2.0,15.2,0.0,0,0,2023,0.5
2,2,2.0,1.1,39.0,17137.0,9.0,4.0,10.2,0.0,0,0,2022,0.5
1,0,1.0,0.6,42.0,52194.0,9.0,1.0,18.6,0.0,0,0,2023,1.0
3,1,1.4,0.6,77.0,25110.0,14.0,5.0,15.3,0.0,0,0,2023,1.0
1,1,1.0,1.4,49.0,25043.0,13.0,4.0,19.2,0.0,0,0,2022,0.5
1,0,1.7,1.5,66.0,19563.0,12.0,4.0,14.4,0.0,0,0,2021,1.0
2,1,2.4,0.9,42.0,32053.0,14.0,6.0,19.0,0.0,1,1,2022,1.0
2,1,2.6,0.2,80.0,53406.0,17.0,6.0,18.7,2.0,0,1,2022,1.0
2,0,1.1,1.3,29.0,39929.0,7.0,1.0,11.5,0.0,0,0,2022,1.0
0,1,0.3,1.5,47.0,40758.0,7.0,1.0,20.2,0.0,0,0,2022,0.0
2,0,2.3,1.2,51.0,39206.0,22.0,8.0,17.5,0.0,0,0,2022,1.0
0,0,0.9,0.6,44.0,17072.0,15.0,1.0,15.3,1.0,0,0,2021,0.5
3,2,2.1,1.2,43.0,24741.0,16.0,10.0,13.8,1.0,0,0,2023,1.0
1,1,0.9,1.3,49.0,21528.0,8.0,2.0,12.4,0.0,0,0,2023,0.5
1,0,1.4,0.5,56.0,51670.0,8.0,1.0,20.2,0.0,1,1,2023,1.0
2,3,1.5,1.6,33.0,29708.0,20.0,4.0,17.2,0.0,0,0,2023,0.0
1,1,1.1,1.2,32.0,50757.0,8.0,0.0,22.6,0.0,1,1,2021,0.5
0,4,0.6,2.9,40.0,41694.0,9.0,2.0,14.7,0.0,0,0,2023,0.0
1,0,1.0,0.6,48.0,51948.0,19.0,4.0,17.9,0.0,0,0,2021,1.0
5,1,3.1,0.6,47.0,11877.0,21.0,9.0,18.0,0.0,0,0,2023,1.0
1,2,1.6,2.0,40.0,60000.0,12.0,3.0,22.0,0.0,0,1,2021,0.0
0,0,1.3,0.9,34.0,17118.0,8.0,5.0,14.5,0.0,0,0,2022,0.5
1,0,2.2,0.3,74.0,20391.0,21.0,9.0,17.6,0.0,0,0,2021,1.0
3,1,3.5,0.4,43.0,60374.0,15.0,7.0,14.2,0.0,0,0,2023,1.0
1,1,1.3,1.5,35.0,50407.0,17.0,7.0,19.2,0.0,0,0,2021,0.5
0,0,2.3,0.8,68.0,57158.0,34.0,8.0,17.7,0.0,0,0,2023,0.5
4,0,3.1,0.9,41.0,10994.0,18.0,8.0,13.8,1.0,0,0,2023,1.0
1,1,2.0,1.6,48.0,31684.0,19.0,4.0,17.1,2.0,0,0,2022,0.5
2,3,0.2,3.4,29.0,53395.0,4.0,2.0,16.8,0.0,0,0,2021,0.0
2,1,4.1,1.5,45.0,73607.0,27.0,8.0,15.4,1.0,0,1,2023,1.0
0,4,1.5,1.9,50.0,36599.0,19.0,2.0,18.0,1.0,0,0,2021,0.0
1,1,1.3,1.2,35.0,24171.0,11.0,3.0,13.4,0.0,0,0,2023,0.5
4,2,2.6,1.7,38.0,42055.0,9.0,5.0,15.3,0.0,0,0,2022,1.0
0,2,1.0,3.4,37.0,73509.0,15.0,1.0,18.0,0.0,0,0,2022,0.0
1,1,1.5,2.1,41.0,36666.0,13.0,3.0,14.9,0.0,0,0,2022,0.5
1,0,1.2,1.1,53.0,73682.0,16.0,3.0,18.1,0.0,0,0,2022,1.0
0,0,2.2,0.3,49.0,40093.0,12.0,2.0,16.1,0.0,0,0,2022,0.5
0,4,0.1,2.0,29.0,52686.0,2.0,1.0,21.0,0.0,0,0,2021,0.0
2,2,1.7,0.7,71.0,62474.0,28.0,8.0,16.6,1.0,0,0,2023,0.5
1,0,1.0,0.3,74.0,39217.0,13.0,4.0,17.4,0.0,0,0,2023,1.0
3,1,3.0,0.9,51.0,41608.0,12.0,6.0,13.5,0.0,0,0,2023,1.0
1,2,1.5,4.1,55.0,73607.0,13.0,3.0,15.0,0.0,0,0,2023,0.0
4,3,2.2,0.5,66.0,11031.0,23.0,9.0,15.5,0.0,0,0,2023,1.0
1,0,0.7,0.7,39.0,29404.0,12.0,2.0,20.8,1.0,0,0,2023,1.0
3,0,3.4,0.5,46.0,31677.0,19.0,6.0,12.4,0.0,1,1,2023,1.0
0,1,0.6,1.9,51.0,32094.0,14.0,4.0,16.9,0.0,0,0,2022,0.0
2,0,2.7,0.7,37.0,31395.0,11.0,7.0,15.1,0.0,1,1,2021,1.0
2,1,1.0,1.4,51.0,31896.0,12.0,3.0,21.1,2.0,0,0,2021,1.0
0,4,0.8,2.8,72.0,52147.0,11.0,2.0,19.0,0.0,0,0,2023,0.0
1,2,2.4,1.8,56.0,42185.0,23.0,9.0,16.7,1.0,0,0,2023,0.0
2,1,2.4,0.4,61.0,29362.0,14.0,3.0,15.2,0.0,1,1,2022,1.0
1,1,1.8,2.2,60.0,31388.0,13.0,4.0,13.9,0.0,0,0,2022,0.5
2,3,1.7,1.1,54.0,73574.0,10.0,3.0,14.6,1.0,0,0,2023,0.0
3,1,2.5,0.6,65.0,31257.0,16.0,5.0,15.8,0.0,0,0,2023,1.0
1,1,1.6,1.6,44.0,28706.0,14.0,4.0,17.6,1.0,0,0,2021,0.5
2,1,0.9,1.0,37.0,38906.0,11.0,5.0,17.1,0.0,0,0,2021,1.0
1,0,0.8,0.7,36.0,62469.0,10.0,4.0,17.4,0.0,0,0,2023,1.0
1,4,0.7,2.3,43.0,41874.0,9.0,3.0,16.4,0.0,0,0,2021,0.0
0,0,0.1,2.1,23.0,52152.0,1.0,1.0,11.0,0.0,0,0,2022,0.5
3,0,1.7,0.9,59.0,60139.0,12.0,6.0,18.3,0.0,0,0,2022,1.0
3,3,0.5,2.6,45.0,53473.0,8.0,4.0,20.7,0.0,0,0,2023,0.5
2,3,1.3,3.0,28.0,52190.0,12.0,5.0,14.7,0.0,0,0,2023,0.0
1,0,1.3,2.1,43.0,29281.0,13.0,6.0,14.1,1.0,0,0,2022,1.0
2,1,1.3,1.0,48.0,11207.0,11.0,4.0,15.6,1.0,0,0,2023,1.0
1,2,1.0,1.1,46.0,25042.0,10.0,4.0,18.1,0.0,0,0,2022,0.0
2,0,1.1,1.8,66.0,36919.0,11.0,5.0,16.4,0.0,0,0,2022,1.0
1,2,0.8,1.8,39.0,36740.0,13.0,1.0,16.5,0.0,0,0,2022,0.0
0,0,1.2,0.8,36.0,26777.0,15.0,2.0,21.7,1.0,0,0,2021,0.5
4,1,2.9,0.6,50.0,57524.0,27.0,13.0,19.9,2.0,0,1,2023,1.0
0,1,1.0,1.5,43.0,39905.0,11.0,2.0,13.7,1.0,0,0,2022,0.0
3,1,2.4,1.6,64.0,60278.0,22.0,9.0,18.6,1.0,0,0,2022,1.0
1,0,0.8,0.6,41.0,28509.0,9.0,4.0,21.7,0.0,0,0,2023,1.0
1,0,1.3,0.5,53.0,41956.0,10.0,3.0,19.5,0.0,0,0,2021,1.0
2,0,1.9,0.3,47.0,54202.0,11.0,6.0,9.8,0.0,0,0,2021,1.0
1,0,2.0,1.0,69.0,29603.0,22.0,1.0,14.6,0.0,0,0,2023,1.0
3,2,1.6,1.0,66.0,29188.0,18.0,6.0,15.9,1.0,0,0,2023,1.0
1,0,1.5,0.5,46.0,73600.0,11.0,5.0,13.4,0.0,0,0,2023,1.0
1,2,0.9,1.4,36.0,73453.0,11.0,3.0,17.3,0.0,0,0,2023,0.0
0,4,0.4,4.6,29.0,27010.0,8.0,3.0,14.4,0.0,0,0,2021,0.0
2,0,0.8,0.5,51.0,59968.0,9.0,3.0,14.4,0.0,0,0,2021,1.0
0,2,0.7,2.1,38.0,34624.0,11.0,2.0,20.0,1.0,0,0,2022,0.0
3,3,1.5,1.4,54.0,53320.0,15.0,7.0,16.8,1.0,0,0,2022,0.5
1,3,1.2,1.3,35.0,10357.0,10.0,4.0,14.5,0.0,0,0,2022,0.0
0,1,0.5,1.8,33.0,39105.0,6.0,2.0,19.1,1.0,0,0,2021,0.0
0,3,1.4,2.6,59.0,17051.0,19.0,4.0,18.8,2.0,0,0,2021,0.0
1,1,1.5,1.6,71.0,40468.0,22.0,9.0,19.4,0.0,0,0,2021,0.5
3,3,2.1,1.8,69.0,52258.0,21.0,10.0,16.2,1.0,0,0,2022,0.5
2,1,2.3,1.6,57.0,41883.0,12.0,3.0,13.3,0.0,0,0,2022,1.0
1,2,0.8,0.8,45.0,53466.0,5.0,3.0,12.1,0.0,0,0,2023,0.0
2,2,2.0,1.2,64.0,62473.0,10.0,3.0,12.1,0.0,0,0,2023,0.5
3,3,1.5,0.9,53.0,52131.0,23.0,8.0,16.1,0.0,0,0,2021,0.5
0,2,2.1,1.7,45.0,61910.0,22.0,6.0,15.6,1.0,0,0,2023,0.0
0,1,0.5,1.0,62.0,39201.0,7.0,1.0,14.5,0.0,0,0,2022,0.0
2,2,2.4,0.5,66.0,31650.0,22.0,4.0,16.8,0.0,0,0,2021,0.5
0,3,0.7,2.5,37.0,50109.0,9.0,3.0,12.5,0.0,0,0,2023,0.0
0,1,0.6,0.5,62.0,52207.0,11.0,1.0,19.9,1.0,0,0,2021,0.0
3,4,2.0,2.3,41.0,11198.0,8.0,4.0,8.4,0.0,0,0,2023,0.0
3,1,2.6,1.4,39.0,42191.0,14.0,5.0,11.9,0.0,0,0,2023,1.0
4,0,0.7,0.6,66.0,29658.0,10.0,5.0,18.9,0.0,0,0,2021,1.0
0,4,0.8,3.0,37.0,26428.0,8.0,2.0,22.2,1.0,0,0,2021,0.0
2,0,1.8,0.8,68.0,21624.0,19.0,10.0,17.4,0.0,0,0,2023,1.0
3,2,3.4,0.2,71.0,53395.0,24.0,5.0,14.2,1.0,0,0,2021,1.0
2,0,0.9,1.9,66.0,29677.0,11.0,5.0,18.7,1.0,0,0,2023,1.0
1,0,0.6,0.5,51.0,58685.0,12.0,4.0,17.0,0.0,0,0,2021,1.0
2,2,0.9,1.7,52.0,31335.0,18.0,5.0,20.4,1.0,0,0,2021,0.5
1,2,0.4,1.5,45.0,11797.0,8.0,1.0,19.1,1.0,0,0,2023,0.0
2,2,0.9,2.7,38.0,36471.0,12.0,4.0,19.7,0.0,0,0,2022,0.5
1,1,1.7,0.9,44.0,20687.0,11.0,3.0,17.1,0.0,0,0,2023,0.5
3,0,0.7,0.2,62.0,38965.0,13.0,6.0,21.0,4.0,0,0,2021,1.0
2,1,0.6,1.1,33.0,30056.0,8.0,3.0,16.4,0.0,0,0,2021,1.0
3,0,1.9,0.3,65.0,21572.0,17.0,8.0,13.9,0.0,0,0,2023,1.0
1,1,0.9,0.8,54.0,73444.0,11.0,5.0,14.7,0.0,0,0,2021,0.5
1,0,1.3,1.6,35.0,17120.0,11.0,4.0,14.0,0.0,0,0,2022,1.0
3,2,0.9,1.4,59.0,28654.0,15.0,7.0,17.3,2.0,0,0,2022,1.0
4,0,4.6,0.4,71.0,27010.0,21.0,8.0,11.8,0.0,0,1,2021,1.0
1,2,1.3,2.2,36.0,62001.0,12.0,4.0,14.9,0.0,0,0,2023,0.0
1,4,1.5,2.2,52.0,36871.0,19.0,2.0,15.8,0.0,0,0,2022,0.0
0,1,0.2,3.2,29.0,52613.0,2.0,1.0,10.2,0.0,0,0,2021,0.0
0,2,0.3,0.7,42.0,60262.0,5.0,1.0,15.9,1.0,0,0,2023,0.0
2,0,0.8,0.7,50.0,30141.0,15.0,5.0,21.7,3.0,0,0,2021,1.0
1,0,0.9,1.0,46.0,24190.0,10.0,3.0,17.0,1.0,0,0,2022,1.0
2,2,1.6,1.4,62.0,36173.0,14.0,5.0,14.0,0.0,0,0,2022,0.5
3,1,1.6,0.5,48.0,53223.0,9.0,3.0,15.0,0.0,1,1,2022,1.0
2,1,2.1,0.2,68.0,53245.0,19.0,8.0,16.0,0.0,0,0,2021,1.0
0,1,0.3,1.0,44.0,53319.0,4.0,1.0,19.1,0.0,0,0,2021,0.0
2,0,1.4,0.3,47.0,17032.0,15.0,7.0,15.8,0.0,0,0,2021,1.0
2,3,1.2,2.0,48.0,31842.0,14.0,8.0,20.9,0.0,0,0,2021,0.0
5,0,2.9,0.6,79.0,29522.0,24.0,9.0,15.1,0.0,0,0,2023,1.0
3,1,1.7,1.0,56.0,73592.0,10.0,8.0,17.1,0.0,0,0,2023,1.0
2,1,1.3,1.2,56.0,53076.0,17.0,7.0,20.5,2.0,0,0,2021,1.0
0,0,1.2,0.4,75.0,59255.0,20.0,5.0,18.8,2.0,0,0,2021,0.5
2,1,2.8,0.5,55.0,60061.0,30.0,8.0,16.6,0.0,0,0,2023,1.0
3,3,1.5,1.9,40.0,18028.0,15.0,9.0,16.1,1.0,0,0,2021,0.5
0,1,1.1,1.0,61.0,21593.0,12.0,4.0,15.6,0.0,0,0,2023,0.0
3,2,3.1,1.2,51.0,31986.0,27.0,8.0,16.4,1.0,0,0,2021,1.0
4,1,3.8,0.7,66.0,60283.0,12.0,4.0,13.9,0.0,1,1,2022,1.0
0,2,0.8,2.6,43.0,53259.0,4.0,1.0,11.0,0.0,0,0,2022,0.0
5,0,2.3,0.3,64.0,21311.0,15.0,6.0,16.8,1.0,1,1,2023,1.0
3,4,1.5,2.2,40.0,36304.0,9.0,5.0,12.4,0.0,0,0,2022,0.0
3,0,2.2,0.6,58.0,73322.0,18.0,6.0,16.7,2.0,0,0,2022,1.0
5,1,1.5,0.5,49.0,72732.0,16.0,8.0,18.2,0.0,0,0,2021,1.0
3,1,2.4,0.7,50.0,62407.0,16.0,7.0,16.4,0.0,1,1,2022,1.0
2,0,2.2,1.6,37.0,39086.0,16.0,4.0,16.1,2.0,0,0,2023,1.0
3,3,1.5,1.5,69.0,42118.0,11.0,3.0,12.1,1.0,0,0,2023,0.5
0,1,2.0,1.0,67.0,39274.0,12.0,3.0,13.0,1.0,0,0,2022,0.0
1,0,2.0,2.7,31.0,60090.0,8.0,4.0,14.1,0.0,0,0,2023,1.0
3,1,1.4,1.0,52.0,30000.0,14.0,6.0,19.5,1.0,0,0,2021,1.0
3,1,2.6,0.9,51.0,22012.0,16.0,8.0,15.6,1.0,0,1,2022,1.0
1,1,0.4,1.8,37.0,21233.0,9.0,3.0,20.5,0.0,0,0,2021,0.5
1,5,0.5,2.3,34.0,32000.0,7.0,3.0,16.9,0.0,0,0,2021,0.0
1,1,1.0,1.0,38.0,52256.0,10.0,1.0,16.2,0.0,0,0,2022,0.5
2,0,1.9,0.4,55.0,62447.0,19.0,3.0,21.1,1.0,1,1,2022,1.0
2,0,2.0,0.5,50.0,26836.0,17.0,6.0,16.7,0.0,0,0,2021,1.0
1,0,1.9,0.2,46.0,30506.0,19.0,4.0,18.7,1.0,0,0,2021,1.0
3,0,4.0,0.9,60.0,73502.0,20.0,9.0,17.2,2.0,1,1,2023,1.0
2,2,1.6,1.2,43.0,11229.0,20.0,5.0,16.8,1.0,0,0,2023,0.5
0,5,0.3,2.3,36.0,21311.0,8.0,0.0,18.6,0.0,0,0,2023,0.0
2,3,0.7,1.6,56.0,37753.0,11.0,3.0,16.0,0.0,0,0,2023,0.0
5,1,1.5,1.2,54.0,52067.0,16.0,6.0,18.6,0.0,0,0,2022,1.0
1,1,1.4,0.7,71.0,31550.0,18.0,6.0,18.1,1.0,0,0,2023,0.5
2,3,1.5,1.0,57.0,73458.0,9.0,1.0,19.8,1.0,1,1,2021,0.0
2,2,2.3,2.0,64.0,36955.0,16.0,3.0,19.1,1.0,2,2,2022,0.5
2,1,1.2,1.2,53.0,62008.0,13.0,6.0,21.2,0.0,0,0,2022,1.0
1,3,0.6,1.8,18.0,60055.0,5.0,3.0,13.6,1.0,0,0,2023,0.0
2,2,1.3,1.3,55.0,53197.0,11.0,4.0,17.8,1.0,0,0,2021,0.5
1,0,1.0,1.1,77.0,24467.0,13.0,2.0,19.5,2.0,0,0,2023,1.0
3,1,3.3,1.3,62.0,40109.0,20.0,9.0,12.8,0.0,0,0,2021,1.0
0,3,1.1,1.9,43.0,39940.0,8.0,2.0,14.5,1.0,0,0,2022,0.0
2,1,2.3,0.2,52.0,25147.0,31.0,9.0,19.0,2.0,0,0,2022,1.0
0,2,1.9,1.5,72.0,17016.0,21.0,7.0,17.2,0.0,0,0,2022,0.0
1,1,1.7,1.6,47.0,31425.0,8.0,3.0,16.0,0.0,0,0,2023,0.5
1,1,0.6,0.9,23.0,41651.0,5.0,2.0,19.7,0.0,0,0,2023,0.5
2,2,3.2,0.6,71.0,59961.0,18.0,9.0,13.8,0.0,1,1,2023,0.5
0,1,1.4,2.3,41.0,31577.0,16.0,5.0,18.5,1.0,0,0,2022,0.0
0,5,0.0,2.8,33.0,60153.0,2.0,0.0,39.9,0.0,0,0,2023,0.0
3,0,2.4,0.7,48.0,38815.0,25.0,8.0,15.8,0.0,0,0,2023,1.0
0,2,0.4,0.8,59.0,61613.0,10.0,2.0,23.8,0.0,0,0,2022,0.0
0,1,1.5,1.3,42.0,31554.0,9.0,1.0,19.9,1.0,0,1,2022,0.0
5,0,1.8,0.4,63.0,21478.0,19.0,7.0,15.9,0.0,0,0,2023,1.0
0,0,0.8,0.8,60.0,18065.0,16.0,3.0,18.6,0.0,0,0,2021,0.5
3,2,1.9,1.5,61.0,73381.0,20.0,9.0,17.3,1.0,0,0,2021,1.0
1,1,1.1,2.1,42.0,17009.0,14.0,7.0,16.7,0.0,0,0,2022,0.5
0,0,1.0,2.8,48.0,51863.0,19.0,9.0,20.0,0.0,0,0,2022,0.5
2,1,2.9,0.7,52.0,61641.0,23.0,10.0,15.5,1.0,0,0,2022,1.0
2,4,1.1,1.9,25.0,25132.0,7.0,4.0,16.8,0.0,0,0,2023,0.0
4,4,2.4,2.3,45.0,52211.0,10.0,7.0,14.0,0.0,1,1,2023,0.5
1,3,2.4,1.6,48.0,32170.0,17.0,6.0,18.3,1.0,0,0,2022,0.0
2,0,1.6,0.6,51.0,52274.0,16.0,4.0,19.1,0.0,0,0,2021,1.0
1,2,1.7,1.2,24.0,25103.0,7.0,3.0,17.4,0.0,1,1,2023,0.0
3,0,1.9,1.0,61.0,31645.0,16.0,8.0,16.3,0.0,0,0,2022,1.0
1,1,2.4,0.9,73.0,29365.0,23.0,6.0,18.0,2.0,0,0,2022,0.5
0,5,0.4,1.8,37.0,21478.0,6.0,3.0,18.9,0.0,0,0,2023,0.0
0,4,0.4,2.7,51.0,62469.0,8.0,3.0,18.9,0.0,0,0,2022,0.0
2,0,2.2,0.4,62.0,61812.0,20.0,6.0,17.2,1.0,1,1,2022,1.0
1,1,2.5,1.1,73.0,24827.0,17.0,7.0,13.6,1.0,0,0,2022,0.5
0,1,0.2,2.3,36.0,52281.0,4.0,2.0,28.3,1.0,0,0,2021,0.0
0,2,0.7,2.7,63.0,31395.0,12.0,5.0,19.8,0.0,0,0,2021,0.0
0,1,0.7,0.9,62.0,36405.0,13.0,4.0,16.1,0.0,0,0,2021,0.0
2,1,1.9,1.7,50.0,21045.0,16.0,5.0,19.7,0.0,0,0,2021,1.0
7,0,3.1,0.3,63.0,52401.0,31.0,15.0,17.3,2.0,0,0,2021,1.0
2,1,2.2,0.6,71.0,32089.0,19.0,8.0,16.9,0.0,0,0,2021,1.0
3,0,1.9,0.6,54.0,26910.0,13.0,7.0,15.6,0.0,0,0,2021,1.0
2,0,1.8,0.1,76.0,21249.0,18.0,6.0,16.5,0.0,0,0,2021,1.0
0,1,1.0,1.4,41.0,10240.0,10.0,4.0,16.2,1.0,0,0,2022,0.0
2,1,2.0,0.3,64.0,60108.0,19.0,9.0,14.3,2.0,0,0,2021,1.0
0,1,0.4,1.5,58.0,52164.0,5.0,2.0,18.2,0.0,0,0,2021,0.0
2,2,0.9,1.7,37.0,32056.0,9.0,2.0,12.1,1.0,0,0,2022,0.5
2,2,0.6,2.0,34.0,73456.0,8.0,2.0,18.4,1.0,0,0,2022,0.5
5,1,2.3,0.5,66.0,32000.0,15.0,5.0,14.7,0.0,0,0,2021,1.0
1,0,0.8,1.5,38.0,31641.0,6.0,2.0,17.6,0.0,0,0,2022,1.0
1,1,1.6,2.0,52.0,31684.0,13.0,5.0,17.9,1.0,0,0,2022,0.5
4,1,2.7,1.4,39.0,21087.0,19.0,6.0,15.9,2.0,0,1,2021,1.0
1,0,0.7,0.9,39.0,39068.0,9.0,3.0,17.2,1.0,0,0,2021,1.0
3,0,2.0,1.8,41.0,31664.0,12.0,5.0,18.3,0.0,0,0,2022,1.0
2,1,1.2,1.6,47.0,61726.0,13.0,5.0,18.4,0.0,0,0,2022,1.0
3,0,2.5,0.7,63.0,50109.0,17.0,4.0,14.7,0.0,0,0,2023,1.0
0,2,0.8,1.4,59.0,30294.0,14.0,4.0,18.3,0.0,0,0,2022,0.0
0,0,1.1,1.0,66.0,60319.0,17.0,4.0,17.0,0.0,0,0,2022,0.5
3,1,1.8,1.0,66.0,26684.0,15.0,7.0,12.7,1.0,0,0,2021,1.0
2,3,1.8,1.9,46.0,11594.0,14.0,4.0,11.4,1.0,0,0,2023,0.0
1,1,1.4,0.8,47.0,22975.0,7.0,2.0,24.1,1.0,1,1,2021,0.5
0,1,1.3,2.4,32.0,59925.0,13.0,4.0,14.9,0.0,0,0,2021,0.0
1,2,1.6,1.2,60.0,24444.0,13.0,3.0,15.4,1.0,0,0,2023,0.0
3,2,3.2,1.2,64.0,41613.0,18.0,6.0,16.9,1.0,1,1,2023,1.0
0,2,1.2,1.0,56.0,25286.0,10.0,2.0,14.2,0.0,0,0,2022,0.0
2,0,1.9,2.0,62.0,52758.0,13.0,7.0,16.4,1.0,0,0,2022,1.0
1,3,0.9,1.6,72.0,17163.0,16.0,5.0,15.3,0.0,0,0,2022,0.0
3,2,2.1,1.3,79.0,60222.0,31.0,9.0,18.1,2.0,0,0,2022,1.0
1,1,1.3,0.6,47.0,17006.0,14.0,1.0,16.8,0.0,0,0,2022,0.5
1,0,2.0,1.2,52.0,27606.0,12.0,4.0,19.2,2.0,1,1,2021,1.0
3,0,2.5,0.2,77.0,52571.0,17.0,7.0,16.4,1.0,0,0,2021,1.0
1,4,1.9,5.2,58.0,73561.0,14.0,5.0,19.2,0.0,0,0,2022,0.0
1,2,1.2,1.0,61.0,29454.0,10.0,3.0,17.5,1.0,0,0,2023,0.0
2,1,0.5,1.0,38.0,26885.0,8.0,4.0,16.3,0.0,0,0,2021,1.0
0,0,0.3,0.6,51.0,25072.0,7.0,3.0,18.9,1.0,0,0,2023,0.5
